Command: 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\build_qhh\Release\CED_Schedule.exe' --solver CCHIHH --stable --migration --resample_gate 15 --seed 7 --generations 10000 --log_every 50 --data_dir 'C:\Users\Hu\Desktop\璁烘枃\CED_schedule_Final\data' --data_file data_matrix_T200_E100_D300.txt --cnum 100 --enum 100 --dnum 300 --tnum 200 --mopt 5
=== CED_Schedule Configuration ===
Data directory: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 7
Pini (heuristic prob): 0.4
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: enabled
  Subpopulations: 8
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH bandit: enabled
CCHIHH fixed ops: disabled
=================================
[Initial] Loading data from: "C:\\Users\\Hu\\Desktop\\论文\\CED_schedule_Final\\data\\data_matrix_T200_E100_D300.txt"
[Migration] Initialized: 8 subpops, interval=5, pElitist=0.8

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 1761.18
Gen 50: best_fit = 1569.81
Gen 100: best_fit = 1441.88
Gen 150: best_fit = 1399.69
Gen 200: best_fit = 1311.26
Gen 250: best_fit = 1290.57
Gen 300: best_fit = 1254.81
Gen 350: best_fit = 1241.8
Gen 400: best_fit = 1207.74
Gen 450: best_fit = 1190.81
Gen 500: best_fit = 1174.96
Gen 550: best_fit = 1171.51
Gen 600: best_fit = 1155.03
Gen 650: best_fit = 1132.46
Gen 700: best_fit = 1124.22
Gen 750: best_fit = 1108.58
Gen 800: best_fit = 1099.87
Gen 850: best_fit = 1091.44
Gen 900: best_fit = 1088.02
Gen 950: best_fit = 1086.1
Gen 1000: best_fit = 1082.94
Gen 1050: best_fit = 1081.7
Gen 1100: best_fit = 1080.32
Gen 1150: best_fit = 1077.85
Gen 1200: best_fit = 1074.78
Gen 1250: best_fit = 1073.79
Gen 1300: best_fit = 1072.57
Gen 1350: best_fit = 1070.58
Gen 1400: best_fit = 1069.51
Gen 1450: best_fit = 1064.44
Gen 1500: best_fit = 1063.49
Gen 1550: best_fit = 1062.44
Gen 1600: best_fit = 1055.87
Gen 1650: best_fit = 1053.22
Gen 1700: best_fit = 1039.88
Gen 1750: best_fit = 1038.14
Gen 1800: best_fit = 1037.77
Gen 1850: best_fit = 1037.36
Gen 1900: best_fit = 1036.85
Gen 1950: best_fit = 1036.18
Gen 2000: best_fit = 1035.49
Gen 2050: best_fit = 1034.92
Gen 2100: best_fit = 1034.28
Gen 2150: best_fit = 1030.78
Gen 2200: best_fit = 1029.97
Gen 2250: best_fit = 1029.77
Gen 2300: best_fit = 1029.17
Gen 2350: best_fit = 1028.8
Gen 2400: best_fit = 1024.33
Gen 2450: best_fit = 1021.9
Gen 2500: best_fit = 1021.37
Gen 2550: best_fit = 1020.16
Gen 2600: best_fit = 1019.63
Gen 2650: best_fit = 1019.55
Gen 2700: best_fit = 1018.1
Gen 2750: best_fit = 1017.44
Gen 2800: best_fit = 1017.2
Gen 2850: best_fit = 1016.36
Gen 2900: best_fit = 1016.05
Gen 2950: best_fit = 1015.74
Gen 3000: best_fit = 1015.63
Gen 3050: best_fit = 1015.27
Gen 3100: best_fit = 1015.22
Gen 3150: best_fit = 1015.05
Gen 3200: best_fit = 1014.84
Gen 3250: best_fit = 1013.32
Gen 3300: best_fit = 1011.19
Gen 3350: best_fit = 1010.86
Gen 3400: best_fit = 1009.22
Gen 3450: best_fit = 1008.69
Gen 3500: best_fit = 1008.51
Gen 3550: best_fit = 1007.95
Gen 3600: best_fit = 1007.74
Gen 3650: best_fit = 1007.51
Gen 3700: best_fit = 1007.38
Gen 3750: best_fit = 1007.14
Gen 3800: best_fit = 1005.84
Gen 3850: best_fit = 1005.78
Gen 3900: best_fit = 1004.1
Gen 3950: best_fit = 1003.84
Gen 4000: best_fit = 1003.42
Gen 4050: best_fit = 1003.13
Gen 4100: best_fit = 1002.93
Gen 4150: best_fit = 1002.88
Gen 4200: best_fit = 1002.5
Gen 4250: best_fit = 1002.45
Gen 4300: best_fit = 1002.3
Gen 4350: best_fit = 1002.07
Gen 4400: best_fit = 1001.78
Gen 4450: best_fit = 1001.65
Gen 4500: best_fit = 1001.4
Gen 4550: best_fit = 1001.32
Gen 4600: best_fit = 1001.1
Gen 4650: best_fit = 1000.97
Gen 4700: best_fit = 1000.88
Gen 4750: best_fit = 1000.72
Gen 4800: best_fit = 1000.51
Gen 4850: best_fit = 1000.48
Gen 4900: best_fit = 1000.38
Gen 4950: best_fit = 1000.34
Gen 5000: best_fit = 1000.2
Gen 5050: best_fit = 1000.15
Gen 5100: best_fit = 1000
Gen 5150: best_fit = 999.944
Gen 5200: best_fit = 999.767
Gen 5250: best_fit = 999.657
Gen 5300: best_fit = 999.63
Gen 5350: best_fit = 999.485
Gen 5400: best_fit = 999.287
Gen 5450: best_fit = 999.193
Gen 5500: best_fit = 999.18
Gen 5550: best_fit = 998.917
Gen 5600: best_fit = 998.808
Gen 5650: best_fit = 998.745
Gen 5700: best_fit = 998.575
Gen 5750: best_fit = 998.53
Gen 5800: best_fit = 998.396
Gen 5850: best_fit = 998.298
Gen 5900: best_fit = 998.106
Gen 5950: best_fit = 998.058
Gen 6000: best_fit = 997.467
Gen 6050: best_fit = 997.181
Gen 6100: best_fit = 997.108
Gen 6150: best_fit = 996.919
Gen 6200: best_fit = 996.758
Gen 6250: best_fit = 996.556
Gen 6300: best_fit = 996.42
Gen 6350: best_fit = 996.279
Gen 6400: best_fit = 996.247
Gen 6450: best_fit = 995.98
Gen 6500: best_fit = 995.722
Gen 6550: best_fit = 995.708
Gen 6600: best_fit = 995.653
Gen 6650: best_fit = 995.483
Gen 6700: best_fit = 995.362
Gen 6750: best_fit = 995.358
Gen 6800: best_fit = 995.19
Gen 6850: best_fit = 995.16
Gen 6900: best_fit = 995.062
Gen 6950: best_fit = 994.793
Gen 7000: best_fit = 994.761
Gen 7050: best_fit = 994.761
Gen 7100: best_fit = 994.747
Gen 7150: best_fit = 994.172
Gen 7200: best_fit = 994.119
Gen 7250: best_fit = 993.959
Gen 7300: best_fit = 993.905
Gen 7350: best_fit = 993.843
Gen 7400: best_fit = 993.821
Gen 7450: best_fit = 993.769
Gen 7500: best_fit = 993.69
Gen 7550: best_fit = 993.611
Gen 7600: best_fit = 993.33
Gen 7650: best_fit = 993.283
Gen 7700: best_fit = 993.243
Gen 7750: best_fit = 993.229
Gen 7800: best_fit = 993.209
Gen 7850: best_fit = 993.149
Gen 7900: best_fit = 993.085
Gen 7950: best_fit = 993.044
Gen 8000: best_fit = 992.852
Gen 8050: best_fit = 992.821
Gen 8100: best_fit = 992.811
Gen 8150: best_fit = 992.769
Gen 8200: best_fit = 992.687
Gen 8250: best_fit = 992.657
Gen 8300: best_fit = 992.637
Gen 8350: best_fit = 992.465
Gen 8400: best_fit = 992.328
Gen 8450: best_fit = 992.305
Gen 8500: best_fit = 992.265
Gen 8550: best_fit = 992.19
Gen 8600: best_fit = 992.106
Gen 8650: best_fit = 992.086
Gen 8700: best_fit = 992.048
Gen 8750: best_fit = 992.031
Gen 8800: best_fit = 991.923
Gen 8850: best_fit = 991.913
Gen 8900: best_fit = 991.9
Gen 8950: best_fit = 991.839
Gen 9000: best_fit = 991.791
Gen 9050: best_fit = 991.773
Gen 9100: best_fit = 991.742
Gen 9150: best_fit = 991.681
Gen 9200: best_fit = 991.66
Gen 9250: best_fit = 991.656
Gen 9300: best_fit = 991.651
Gen 9350: best_fit = 991.647
Gen 9400: best_fit = 991.614
Gen 9450: best_fit = 991.578
Gen 9500: best_fit = 991.57
Gen 9550: best_fit = 991.513
Gen 9600: best_fit = 991.481
Gen 9650: best_fit = 991.436
Gen 9700: best_fit = 991.408
Gen 9750: best_fit = 991.375
Gen 9800: best_fit = 991.362
Gen 9850: best_fit = 991.349
Gen 9900: best_fit = 991.342
Gen 9950: best_fit = 991.312
Gen 10000: best_fit = 991.276

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
